ID_SAP,CLIENTE,FECHA_ALTA,DIRECCIÓN,ENTRE_CALLE_1,ENTRE_CALLE_2,COLONIA,DELEGACION_MUNICIPIO,CODIGO_POSTAL,ESTATUS,ID_VP,MODALIDAD,GEC_SAP,GEC_RTM,_MADUREZ_CTE,Estatus_Cte,CADENA,DESC_CADENA,CANAL_KOF,CANAL_SAP,GRUPO_RM1,GRUPO_RM2,ZONA,REGIÓN,REGIÓN_KOF_CVE,UO,CENTRO,GERENCIA,JEFATURA,CENTRO_SUMINISTRO,CONDICIÓN_EXPEDICIÓN,TIPO_SERVICIO,ID_MULTICENTRO,REPARTO_SAP,TPV,RUTA,FV,L,M,R,J,V,S,RITMO,MÉTODO_VENTA,Latitud Final,Longitud Final,Tipo,Descripción Tipo,EsquemaReparto
1980001354,Gilberto Garcia Illan,06.03.2022,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,40290,A,SIN VP,PR,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,,,MJIC,4,,NO ASIGNADO,RTO106,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Tradicional
1980001355,Jesus Asencion Ortiz Zamora,06.03.2022,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,40290,A,SIN VP,PR,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,,,MJIC,4,,NO ASIGNADO,RTO110,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Tradicional
1980001356,Felipe Torres Ocampo,06.03.2022,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,40290,A,SIN VP,CO,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,,,MJIC,4,,NO ASIGNADO,TO0150,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Eventos Especiales
1980001357,Alejandro Celiz Cruz,06.03.2022,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,40290,A,SIN VP,CO,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,,,MJIC,4,,NO ASIGNADO,TO0111,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Tradicional
1980001370,Emmanuel Martinez Martinez,23.03.2022,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,40290,A,SIN VP,PR,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,,,MJIC,4,,NO ASIGNADO,RTOD01,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,Full Distribuidor
1980001615,ALFONSO GOMEZ TAVARES,10.07.2025,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,,DESCONOCIDO,40290,A,SIN VP,PR,SIN ASIGNAR,SIN ASIGNAR,,,9999,RESTO DE MERCADO,7101,OTROS,Tradicional Home Market,Tradicional Vendedor,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,,,MJIC,4,,NO ASIGNADO,RTO103,NO DATA,NO DATA,NO DATA,0,0,0,0,0,0,NO DATA,NO DATA,0.0,0.0,,,
1933001648,MISC EL AMATITO,16.12.1996,LAZARO CARDENAS  68 171,5 DE MAYO,21  DE MARZO,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,JS,0,0,0,1,0,1,1.0,1DA,18.37255,-99.873916,,,Tradicional
1933001648,MISC EL AMATITO,16.12.1996,LAZARO CARDENAS  68 171,5 DE MAYO,21  DE MARZO,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,RV,0,0,1,0,1,0,1.0,1DA,18.37255,-99.873916,,,Tradicional
1933001680,ANT MEX DON TANIS,16.12.1996,CUAUHTEMOC  117 113,ATZAYACALT,CONSUELO ROMAN,EUTIMIO PINZON,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,S,0,0,0,0,0,1,1.0,1DA,18.372858333333,-99.876815,,,Tradicional
1933001680,ANT MEX DON TANIS,16.12.1996,CUAUHTEMOC  117 113,ATZAYACALT,CONSUELO ROMAN,EUTIMIO PINZON,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,V,0,0,0,0,1,0,1.0,1DA,18.372858333333,-99.876815,,,Tradicional
1933001682,MARTHA SALGADO PERIBAN,16.12.1996,FCO GLZ BOCANEGRA 8 S/N,JAZMIN,ANTENAS,Eutimio Pinzon,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,S,0,0,0,0,0,1,1.0,1DA,18.37436333,-99.87824083,,,Tradicional
1933001682,MARTHA SALGADO PERIBAN,16.12.1996,FCO GLZ BOCANEGRA 8 S/N,JAZMIN,ANTENAS,Eutimio Pinzon,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,V,0,0,0,0,1,0,1.0,1DA,18.37436333,-99.87824083,,,Tradicional
1933001697,PAPELERIA DOÑA TERE,16.12.1996,5 DE MAYO  59 59,CARITINO MALDONADO,JAIME NUNO,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2307,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,J,0,0,0,1,0,0,1.0,1DA,18.370468,-99.874059,,,Tradicional
1933001697,PAPELERIA DOÑA TERE,16.12.1996,5 DE MAYO  59 59,CARITINO MALDONADO,JAIME NUNO,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2307,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,R,0,0,1,0,0,0,1.0,1DA,18.370468,-99.874059,,,Tradicional
1933001758,GUADALUPE VENTURA ESTRADA,02.06.2010,CUAUHTEMOC  57 81,12 DE OCTUBRE,XICOTENCAL,EUTIMIO PINZON,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,J,0,0,0,1,0,0,1.0,1DA,18.371186,-99.876916,,,Tradicional
1933001758,GUADALUPE VENTURA ESTRADA,02.06.2010,CUAUHTEMOC  57 81,12 DE OCTUBRE,XICOTENCAL,EUTIMIO PINZON,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,R,0,0,1,0,0,0,1.0,1DA,18.371186,-99.876916,,,Tradicional
1933001777,RAUL SALGADO URIOSTEGUI,10.11.1998,CUAUHTEMOC / FCO ARCE 19,FRANCISCO ARCE,5 DE MAYO,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,J,0,0,0,1,0,0,1.0,1DA,18.36903,-99.87509,,,Tradicional
1933001777,RAUL SALGADO URIOSTEGUI,10.11.1998,CUAUHTEMOC / FCO ARCE 19,FRANCISCO ARCE,5 DE MAYO,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,R,0,0,1,0,0,0,1.0,1DA,18.36903,-99.87509,,,Tradicional
1933003253,COMERCIAL DAMI,16.12.1996,CALLE JUAN N ALVAREZ 6,CALLE INDEPENDENCIA,CALLE GUERRERO,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2103,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,M,0,1,0,0,0,0,1.0,1DA,18.366498333333,-99.872443333333,,,Tradicional
1933003253,COMERCIAL DAMI,16.12.1996,CALLE JUAN N ALVAREZ 6,CALLE INDEPENDENCIA,CALLE GUERRERO,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2103,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,L,1,0,0,0,0,0,1.0,1DA,18.366498333333,-99.872443333333,,,Tradicional
1933003282,BARBACOA DE CHIVO DOÑA PAULA,16.12.1996,CALLE FCO I MADERO SN 2,CALLE 5 DE FEBRERO,CALLE GUERRERO,CENTRO,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4302,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,J,0,0,0,1,0,0,1.0,1DA,18.368226,-99.874518,,,Tradicional
1933003282,BARBACOA DE CHIVO DOÑA PAULA,16.12.1996,CALLE FCO I MADERO SN 2,CALLE 5 DE FEBRERO,CALLE GUERRERO,CENTRO,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4302,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,R,0,0,1,0,0,0,1.0,1DA,18.368226,-99.874518,,,Tradicional
1933003283,VINATERIA LA OFICINA,16.12.1996,FCO I MADERO  3 3,CANCIONEROS DEL SUR,5 DE FEBRERO,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2302,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,MJS,0,1,0,1,0,1,1.0,1DA,18.368116666667,-99.87468,,,Tradicional
1933003283,VINATERIA LA OFICINA,16.12.1996,FCO I MADERO  3 3,CANCIONEROS DEL SUR,5 DE FEBRERO,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2302,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,LRV,1,0,1,0,1,0,1.0,1DA,18.368116666667,-99.87468,,,Tradicional
1933003310,MANUEL  BARRERA MENDOZA,15.03.1999,NBRAVO / SOR J I D L C  2 2,SOR JUANA INES DE LA CRUZ,OXACA,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,V,0,0,0,0,1,0,1.0,1DA,18.365004,-99.873275,,,Tradicional
1933003310,MANUEL  BARRERA MENDOZA,15.03.1999,NBRAVO / SOR J I D L C  2 2,SOR JUANA INES DE LA CRUZ,OXACA,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,J,0,0,0,1,0,0,1.0,1DA,18.365004,-99.873275,,,Tradicional
1933003324,ELIAZAR LOPEZ CUEVAS,16.12.1996,EL PIPILA  5 5,ALLENDE,41649,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,V,0,0,0,0,1,0,1.0,1DA,18.363601666667,-99.870875,,,Tradicional
1933003324,ELIAZAR LOPEZ CUEVAS,16.12.1996,EL PIPILA  5 5,ALLENDE,41649,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,J,0,0,0,1,0,0,1.0,1DA,18.363601666667,-99.870875,,,Tradicional
1933003344,RUBEN MARTIN ZAGAL FIGUEROA,16.12.1996,GUERRERO  62 62 62 SN,BRAVO,VICTORIA,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,R,0,0,1,0,0,0,1.0,1DA,18.366008,-99.872095,,,Tradicional
1933003344,RUBEN MARTIN ZAGAL FIGUEROA,16.12.1996,GUERRERO  62 62 62 SN,BRAVO,VICTORIA,Centro,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,M,0,1,0,0,0,0,1.0,1DA,18.366008,-99.872095,,,Tradicional
1933003363,EL MANANTIAL,02.07.1997,CALLE GUERRERO S/N,CALLE GUERRERO,CALLE 41649,TELOLOAPAN CENTRO,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2302,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,RV,0,0,1,0,1,0,1.0,1DA,18.365867,-99.871799,,,Tradicional
1933003363,EL MANANTIAL,02.07.1997,CALLE GUERRERO S/N,CALLE GUERRERO,CALLE 41649,TELOLOAPAN CENTRO,Teloloapan,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2302,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,MJ,0,1,0,1,0,0,1.0,1DA,18.365867,-99.871799,,,Tradicional
1933003423,TAQUERIA EL PASO,07.10.1999,JOAQUIN BELTRAN  1-C 1,INDEPENDENCIA,VICTORIA,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,R,0,0,1,0,0,0,1.0,1DA,18.366693333333,-99.871298333333,,,Tradicional
1933003423,TAQUERIA EL PASO,07.10.1999,JOAQUIN BELTRAN  1-C 1,INDEPENDENCIA,VICTORIA,CENTRO,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,M,0,1,0,0,0,0,1.0,1DA,18.366693333333,-99.871298333333,,,Tradicional
1933003653,MISC PART/V,16.12.1996,10 DE ENERO  26 26,PRINCIPAL,AV 10 DE ENERO,FOVISSSTE,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,BRONCE,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZDD,RIA060,L,1,0,0,0,0,0,1.0,1DA,18.354516666667,-99.87033,,,Tradicional
1933003653,MISC PART/V,16.12.1996,10 DE ENERO  26 26,PRINCIPAL,AV 10 DE ENERO,FOVISSSTE,TELOLOAPAN,40400,A,10218555.0,PR,BRONCE,BRONCE,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Iguala-Taxco,YJ,MR0327,Taxco,TO01,TO2,MJIA,4,MA,NO ASIGNADO,RIA060,ZPV,TO0132,S,0,0,0,0,0,1,1.0,1DA,18.354516666667,-99.87033,,,Tradicional
