ID_SAP,CLIENTE,FECHA_ALTA,DIRECCIÓN,ENTRE_CALLE_1,ENTRE_CALLE_2,COLONIA,DELEGACION_MUNICIPIO,CODIGO_POSTAL,ESTATUS,ID_VP,MODALIDAD,GEC_SAP,GEC_RTM,_MADUREZ_CTE,Estatus_Cte,CADENA,DESC_CADENA,CANAL_KOF,CANAL_SAP,GRUPO_RM1,GRUPO_RM2,ZONA,REGIÓN,REGIÓN_KOF_CVE,UO,CENTRO,GERENCIA,JEFATURA,CENTRO_SUMINISTRO,CONDICIÓN_EXPEDICIÓN,TIPO_SERVICIO,ID_MULTICENTRO,REPARTO_SAP,TPV,RUTA,FV,L,M,R,J,V,S,RITMO,MÉTODO_VENTA,Latitud Final,Longitud Final,Tipo,Descripción Tipo,EsquemaReparto
205299508,UyC Dist Pue Huaj Sn Mat Sindi,16.01.2014,PORFIRIO DIAZ 5,BENITO JUAREZ,MIGUEL HIDALGO,CENTRO,SAN PEDRO TEOZACOALCO,69990,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC02,NCD,MJAX,4,MA,NO ASIGNADO,RNCD01,ZTV,MTV118,J,0,0,0,1,0,0,1.0,1DA,17.009058,-97.350083,TV,Telventa,Full Distribuidor
205299508,UyC Dist Pue Huaj Sn Mat Sindi,16.01.2014,PORFIRIO DIAZ 5,BENITO JUAREZ,MIGUEL HIDALGO,CENTRO,SAN PEDRO TEOZACOALCO,69990,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC02,NCD,MJAX,4,MA,NO ASIGNADO,RNCD01,ZPV,NCD001,LMRJVS,1,1,1,1,1,1,1.0,1DA,17.009058,-97.350083,Distribuidor,Distribuidor Mayorista,Full Distribuidor
205299508,UyC Dist Pue Huaj Sn Mat Sindi,16.01.2014,PORFIRIO DIAZ 5,BENITO JUAREZ,MIGUEL HIDALGO,CENTRO,SAN PEDRO TEOZACOALCO,69990,A,60013750.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6201,Distribuidores,6103,INDIRECTOS,Distribuidor,Distribuidor Usos y Costumbres,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC02,NCD,MJAX,4,MA,NO ASIGNADO,RNCD01,ZDD,RNCD01,LMRJVS,1,1,1,1,1,1,1.0,1DA,17.009058,-97.350083,,,Full Distribuidor
205231000,ABARROTES REBE,06.11.2002,CALLE MORELOS 2,CALLE 5 DE FEBRERO,CALLE 20 DE NOVIEMBRE,M427  MAGDALENA JALTEPEC,MAGDALENA JALTEPEC,69900,A,60032169.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6105,Mayoristas,6105,INDIRECTOS,Mayorista,Mayorista Fragmentado,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC009,ZTV,MTV211,J,0,0,0,1,0,0,1.0,1DA,17.322655,-97.220748333333,TV,Telventa,Tradicional
205231000,ABARROTES REBE,06.11.2002,CALLE MORELOS 2,CALLE 5 DE FEBRERO,CALLE 20 DE NOVIEMBRE,M427  MAGDALENA JALTEPEC,MAGDALENA JALTEPEC,69900,A,60032169.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6105,Mayoristas,6105,INDIRECTOS,Mayorista,Mayorista Fragmentado,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC009,ZPV,NC0010,JS,0,0,0,1,0,1,1.0,1DA,17.322655,-97.220748333333,PR,Preventa Comercial,Tradicional
205231000,ABARROTES REBE,06.11.2002,CALLE MORELOS 2,CALLE 5 DE FEBRERO,CALLE 20 DE NOVIEMBRE,M427  MAGDALENA JALTEPEC,MAGDALENA JALTEPEC,69900,A,60032169.0,MI,CUSTOMIZADO,CUSTOMIZADO,,,6105,Mayoristas,6105,INDIRECTOS,Mayorista,Mayorista Fragmentado,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC009,ZDD,RNC009,LV,1,0,0,0,1,0,1.0,1DA,17.322655,-97.220748333333,,,Tradicional
205221003,ABARROTES FERNANDA,03.01.2006,BENITO JUAREZ 20,LIBERTAD,JOSEFA ORTIZ,O298   CHILAPA DE DIAZ, SANTA MARIA CHILAPA DE D,69540,A,40180234.0,KG,PLATA,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,S,0,0,0,0,0,1,1.0,1DA,17.590016666667,-97.632451666667,PR,Preventa Comercial,Tradicional
205221003,ABARROTES FERNANDA,03.01.2006,BENITO JUAREZ 20,LIBERTAD,JOSEFA ORTIZ,O298   CHILAPA DE DIAZ, SANTA MARIA CHILAPA DE D,69540,A,40180234.0,KG,PLATA,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA01,S,0,0,0,0,0,1,1.0,1DA,17.590016666667,-97.632451666667,DIG TRAD,Juntos+ Tradicional,Tradicional
205221003,ABARROTES FERNANDA,03.01.2006,BENITO JUAREZ 20,LIBERTAD,JOSEFA ORTIZ,O298   CHILAPA DE DIAZ, SANTA MARIA CHILAPA DE D,69540,A,40180234.0,KG,PLATA,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,L,1,0,0,0,0,0,1.0,1DA,17.590016666667,-97.632451666667,,,Tradicional
205221008,MISCELANEA LA UNICA,17.01.2006,CUAUHTEMOC 58,A DE GRANADITAS,OAXACA,OO34   SANTA ROSA, VILLA DE TAMAZULAPAM DEL,69512,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,V,0,0,0,0,1,0,1.0,1DA,17.682376666667,-97.57213,PR,Preventa Comercial,Tradicional
205221008,MISCELANEA LA UNICA,17.01.2006,CUAUHTEMOC 58,A DE GRANADITAS,OAXACA,OO34   SANTA ROSA, VILLA DE TAMAZULAPAM DEL,69512,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA01,V,0,0,0,0,1,0,1.0,1DA,17.682376666667,-97.57213,DIG TRAD,Juntos+ Tradicional,Tradicional
205221008,MISCELANEA LA UNICA,17.01.2006,CUAUHTEMOC 58,A DE GRANADITAS,OAXACA,OO34   SANTA ROSA, VILLA DE TAMAZULAPAM DEL,69512,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,S,0,0,0,0,0,1,1.0,1DA,17.682376666667,-97.57213,,,Tradicional
205221012,PROV DE ABTS CASA STGO SA CV,03.02.2006,CONSTITUCION 6,  CARR CRIST COLON,5 DE FEBRERO,TAMAZULAPAN, TAMAZULAPAN,69510,A,40180234.0,KG,ORO,ORO,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2103,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,LRV,1,0,1,0,1,0,1.0,1DA,17.672783333333,-97.573813333333,PR,Preventa Comercial,Tradicional
205221012,PROV DE ABTS CASA STGO SA CV,03.02.2006,CONSTITUCION 6,  CARR CRIST COLON,5 DE FEBRERO,TAMAZULAPAN, TAMAZULAPAN,69510,A,40180234.0,KG,ORO,ORO,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2103,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA01,RJ,0,0,1,1,0,0,1.0,1DA,17.672783333333,-97.573813333333,DIG TRAD,Juntos+ Tradicional,Tradicional
205221012,PROV DE ABTS CASA STGO SA CV,03.02.2006,CONSTITUCION 6,  CARR CRIST COLON,5 DE FEBRERO,TAMAZULAPAN, TAMAZULAPAN,69510,A,40180234.0,KG,ORO,ORO,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2103,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,MJVS,0,1,0,1,1,1,1.0,1DA,17.672783333333,-97.573813333333,,,Tradicional
205221014,ARROYO,14.03.2006,2 DE ABRIL S/N,CAMINO A YOSOCONO,JUAN HERNANDEZ,N971   SAN PEDRO NOPALA, SAN PEDRO NOPALA,69516,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,L,1,0,0,0,0,0,1.0,1DA,17.806711666667,-97.541578333333,PR,Preventa Comercial,Tradicional
205221014,ARROYO,14.03.2006,2 DE ABRIL S/N,CAMINO A YOSOCONO,JUAN HERNANDEZ,N971   SAN PEDRO NOPALA, SAN PEDRO NOPALA,69516,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA02,L,1,0,0,0,0,0,1.0,1DA,17.806711666667,-97.541578333333,DIG TRAD,Juntos+ Tradicional,Tradicional
205221014,ARROYO,14.03.2006,2 DE ABRIL S/N,CAMINO A YOSOCONO,JUAN HERNANDEZ,N971   SAN PEDRO NOPALA, SAN PEDRO NOPALA,69516,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,4604,ON PREMISE,Tradicional On Premise,Tradicional On Premise,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,M,0,1,0,0,0,0,1.0,1DA,17.806711666667,-97.541578333333,,,Tradicional
205221019,BISFEBI,05.06.2006,BENITO JUAREZ 8,5 DE FEBRERO,ALVARO OBREGON,OO32   SAN CIPRIANO, VILLA DE TAMAZULAPAM DEL,69512,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2304,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,L,1,0,0,0,0,0,1.0,1DA,17.673703333333,-97.573505,PR,Preventa Comercial,Tradicional
205221019,BISFEBI,05.06.2006,BENITO JUAREZ 8,5 DE FEBRERO,ALVARO OBREGON,OO32   SAN CIPRIANO, VILLA DE TAMAZULAPAM DEL,69512,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2304,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA02,L,1,0,0,0,0,0,1.0,1DA,17.673703333333,-97.573505,DIG TRAD,Juntos+ Tradicional,Tradicional
205221019,BISFEBI,05.06.2006,BENITO JUAREZ 8,5 DE FEBRERO,ALVARO OBREGON,OO32   SAN CIPRIANO, VILLA DE TAMAZULAPAM DEL,69512,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2304,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,M,0,1,0,0,0,0,1.0,1DA,17.673703333333,-97.573505,,,Tradicional
205260080,MARIA ROSIO LOPEZ HERNANDEZ,06.11.2002,IGNACIO RAYON 5,  CALLE INSURGENT,CALLE HIDALGO,TEOTONGO, TEOTONGO,69520,A,40180234.0,KG,BRONCE,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,L,1,0,0,0,0,0,1.0,1DA,17.7278,-97.5345,PR,Preventa Comercial,Tradicional
205260080,MARIA ROSIO LOPEZ HERNANDEZ,06.11.2002,IGNACIO RAYON 5,  CALLE INSURGENT,CALLE HIDALGO,TEOTONGO, TEOTONGO,69520,A,40180234.0,KG,BRONCE,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA02,L,1,0,0,0,0,0,1.0,1DA,17.7278,-97.5345,DIG TRAD,Juntos+ Tradicional,Tradicional
205260080,MARIA ROSIO LOPEZ HERNANDEZ,06.11.2002,IGNACIO RAYON 5,  CALLE INSURGENT,CALLE HIDALGO,TEOTONGO, TEOTONGO,69520,A,40180234.0,KG,BRONCE,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,M,0,1,0,0,0,0,1.0,1DA,17.7278,-97.5345,,,Tradicional
205260210,MAURO LOPEZ,06.11.2002,FRENTE A ESCUELA PRIMARIA S/N,  ANTES DE CAMINO,FRENTE A ESCUEL,XACAHUA, TAMAZULAPAN,69510,A,40180234.0,KG,PLATA,BRONCE,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,V,0,0,0,0,1,0,1.0,1DA,17.712173333333,-97.573166666667,PR,Preventa Comercial,Tradicional
205260210,MAURO LOPEZ,06.11.2002,FRENTE A ESCUELA PRIMARIA S/N,  ANTES DE CAMINO,FRENTE A ESCUEL,XACAHUA, TAMAZULAPAN,69510,A,40180234.0,KG,PLATA,BRONCE,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA02,V,0,0,0,0,1,0,1.0,1DA,17.712173333333,-97.573166666667,DIG TRAD,Juntos+ Tradicional,Tradicional
205260210,MAURO LOPEZ,06.11.2002,FRENTE A ESCUELA PRIMARIA S/N,  ANTES DE CAMINO,FRENTE A ESCUEL,XACAHUA, TAMAZULAPAN,69510,A,40180234.0,KG,PLATA,BRONCE,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,S,0,0,0,0,0,1,1.0,1DA,17.712173333333,-97.573166666667,,,Tradicional
205260490,MARIA LUISA BRAVO,06.11.2002,CRISTOBAL COLON 2,EMILIANO ZAPATA,ALVARO OBREGON,SANTA ROSA, TAMAZULAPAN,69510,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,J,0,0,0,1,0,0,1.0,1DA,17.676752,-97.57804,PR,Preventa Comercial,Tradicional
205260490,MARIA LUISA BRAVO,06.11.2002,CRISTOBAL COLON 2,EMILIANO ZAPATA,ALVARO OBREGON,SANTA ROSA, TAMAZULAPAN,69510,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA01,J,0,0,0,1,0,0,1.0,1DA,17.676752,-97.57804,DIG TRAD,Juntos+ Tradicional,Tradicional
205260490,MARIA LUISA BRAVO,06.11.2002,CRISTOBAL COLON 2,EMILIANO ZAPATA,ALVARO OBREGON,SANTA ROSA, TAMAZULAPAN,69510,A,40180234.0,KG,BRONCE,LATON,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2305,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,V,0,0,0,0,1,0,1.0,1DA,17.676752,-97.57804,,,Tradicional
205260520,MISC Y ROSTICERIA NIETO,06.11.2002,INDEPENDENCIA 64,  CALLE ALONDIGA,CALLE OAXACA,BARRIO SAN FRANCISCO, TAMAZULAPAN,69510,A,40180234.0,KG,PLATA,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZPV,NC0001,LV,1,0,0,0,1,0,1.0,1DA,17.680935,-97.570771666667,PR,Preventa Comercial,Tradicional
205260520,MISC Y ROSTICERIA NIETO,06.11.2002,INDEPENDENCIA 64,  CALLE ALONDIGA,CALLE OAXACA,BARRIO SAN FRANCISCO, TAMAZULAPAN,69510,A,40180234.0,KG,PLATA,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZTK,NCWA01,LV,1,0,0,0,1,0,1.0,1DA,17.680935,-97.570771666667,DIG TRAD,Juntos+ Tradicional,Tradicional
205260520,MISC Y ROSTICERIA NIETO,06.11.2002,INDEPENDENCIA 64,  CALLE ALONDIGA,CALLE OAXACA,BARRIO SAN FRANCISCO, TAMAZULAPAN,69510,A,40180234.0,KG,PLATA,PLATA,más de 12 Meses,Con Venta,9999,RESTO DE MERCADO,2101,PUNTO DE VENTA TRADICIONAL,Tradicional Home Market,Tradicional Home Market,Centro-Pacifico,Huajuapan,YN,MR0101,Nochixtlan,NC01,NC1,MJAX,4,MA,NO ASIGNADO,RNC001,ZDD,RNC001,MS,0,1,0,0,0,1,1.0,1DA,17.680935,-97.570771666667,,,Tradicional
